benchmark,dataset,train_size,method,subset,n_seeds,seeds,source,rmse_mean,rmse_std,mean_crps_mean,mean_crps_std,wall_sec_mean,wall_sec_std,coverage_90_mean,coverage_90_std,mean_width_90_mean,mean_width_90_std,coverage_95_mean,coverage_95_std,mean_width_95_mean,mean_width_95_std
pdebench_burgers,PDEBench Burgers ShockJump,500,xgb_bootstrap,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.6444122409747399,0.01459436150683511,0.2751608550548553,0.0032858485137668395,3.7044126799984953,1.5384199478907061,0.95578231292517,0.0048102502121533585,1.7317500190738755,0.05298103371953373,0.9639455782312926,0.0027210884353741525,2.063507422178354,0.06313079550211677
pdebench_burgers,PDEBench Burgers ShockJump,500,xgb_bootstrap,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.9084571870445849,0.040148851226400654,0.44646829962730405,0.02547922655766126,3.7044126799984953,1.5384199478907061,0.8471698113207549,0.02184120170337778,1.9252388250523818,0.07495859183868775,0.8754716981132076,0.02184120170337778,2.294063554903907,0.08931867123517634
pdebench_burgers,PDEBench Burgers ShockJump,1000,dkl_svgp,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.8925052165985108,0.057008654587092505,0.45879600048065183,0.031722354983270966,1.4343717800002196,0.08137087512960013,0.6664999999999999,0.13494999073730982,1.3176009360652468,0.3886102368511208,0.701,0.12537543619066696,1.570018352010076,0.46305765800171605
pdebench_burgers,PDEBench Burgers ShockJump,1000,dkl_svgp,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.6868507027626037,0.044419789792540174,0.3406504452228546,0.05269381858105122,1.4343717800002196,0.08137087512960013,0.7210884353741497,0.15552811747726378,1.308167383286769,0.4135581427557643,0.7591836734693878,0.14175800030074673,1.5587775805583681,0.49278492142601205
pdebench_burgers,PDEBench Burgers ShockJump,1000,dkl_svgp,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,1.2923773527145386,0.18434517597765412,0.7864827752113343,0.08774083010022468,1.4343717800002196,0.08137087512960013,0.5150943396226415,0.07973791173251107,1.3437656956583832,0.3210769207332436,0.539622641509434,0.08211341564901486,1.6011955860365106,0.3825867485063127
pdebench_burgers,PDEBench Burgers ShockJump,1000,lmjgp_predict_vi,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.7551436066627503,0.01687824254145002,0.26231627762317655,0.009055246276428388,680.8642337000013,61.14730125051687,0.8415000000000001,0.012509996003196822,1.0286953812176363,0.10031739664913471,0.892,0.01017349497468791,1.2257661503814479,0.11953555090463007
pdebench_burgers,PDEBench Burgers ShockJump,1000,lmjgp_predict_vi,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.6733785271644592,0.021911952927599485,0.2037339597940445,0.00925639625128294,680.8642337000013,61.14730125051687,0.8646258503401361,0.0072633185387968174,0.758335031554144,0.0585932261247053,0.9102040816326531,0.012282632711066537,0.903611923704028,0.06981813521928773
pdebench_burgers,PDEBench Burgers ShockJump,1000,lmjgp_predict_vi,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.9452042698860168,0.023188592697529483,0.42479931712150576,0.016184201810344617,680.8642337000013,61.14730125051687,0.7773584905660378,0.036096465037186796,1.7785627661333598,0.23478322119852718,0.8415094339622641,0.0269487865228032,2.1192882507886313,0.2797614633809546
pdebench_burgers,PDEBench Burgers ShockJump,1000,xgb_bootstrap,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.7018114008876053,0.01369773246440548,0.3090381741523743,0.0028811728356866228,5.008820300000662,0.8660349136287739,0.9225,0.006123724356957942,1.7579272651830877,0.08540133864540782,0.937,0.005099019513592742,2.0946995348063853,0.10176197154194935
pdebench_burgers,PDEBench Burgers ShockJump,1000,xgb_bootstrap,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.6336317363835743,0.008010832398713762,0.27018784284591674,0.003950329930487331,5.008820300000662,0.8660349136287739,0.9482993197278912,0.0039666339420715915,1.724996241287202,0.07932249377034462,0.9564625850340136,0.002545345161070711,2.055459799578645,0.0945185811104181
pdebench_burgers,PDEBench Burgers ShockJump,1000,xgb_bootstrap,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.8629214780746487,0.031159115126722443,0.4167928695678711,0.017656105536820094,5.008820300000662,0.8660349136287739,0.850943396226415,0.018293131537420106,1.8492642559886583,0.10409123682498224,0.8830188679245283,0.015328374348369733,2.203534272136156,0.12403235883141216
