setting,family,seed,control,status,N_train,N_test,latent_dim,observed_dim,Q_true,Q,n_final,n_candidate,n_vem,standardize_x,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95,train_sec,pred_sec,best_loss,gamma_mean,gamma_entropy,kl_coeff,C_std_median,anchor_dispersion_frob,cosine_to_ref_median,C_mu_frob_median,V_Rv,V_info,eval_mc,gamma_damping,kernel_var,lengthscale,log_amp,log_lengthscale,log_noise_var,median_eff_rank_WWT,median_frob_W,median_trace_WWT,noise_std,noise_var,prior_std,temperature,temperature_final
l2_q2_train1000,L2_phantom,2,global_mean,ok,1000,200,2,20,2,2,25,100,50,True,2.8199197362762436,1.4853962659835815,42.91527179995319,0.81,5.735494005881063,0.86,6.834262636430868,1.3619424999924377,41.55332929996075,92.97639465332031,0.7006712555885315,0.5690012574195862,41.41384506225586,0.08254653215408325,1.0451576709747314,0.41936275308248905,1.1635470390319824,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683777}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.8534296751022339,1.4142135381698608,1.9999998807907104,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,2,prior_qw,ok,1000,200,2,20,2,2,25,100,50,True,2.478894976565055,1.3643604516983032,32.612227600009646,0.815,6.080132693196415,0.87,7.244924961484781,1.3619424999924377,31.25028510001721,92.97639465332031,0.7006712555885315,0.5690012574195862,41.41384506225586,0.08254653215408325,1.0451576709747314,0.41936275308248905,1.1635470390319824,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683777}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.8534296751022339,1.4142135381698608,1.9999998807907104,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,3,learned_qw,ok,1000,200,2,20,2,2,25,100,50,True,2.4512511772230874,1.3519320487976074,35.55317939998349,0.79,5.968608365676025,0.88,7.112035528797003,1.381689700006973,34.17148969997652,102.53943634033203,0.6794484257698059,0.5675333142280579,41.24899673461914,0.08630885183811188,0.9807573556900024,0.47301060591881927,1.1771122217178345,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.8005732297897339,1.4142135381698608,1.9999998807907104,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,3,anchor_shuffled,ok,1000,200,2,20,2,2,25,100,50,True,2.556445797126064,1.3696750402450562,36.26287729997421,0.785,6.1578454551995545,0.865,7.337525428887818,1.381689700006973,34.881187599967234,102.53943634033203,0.6794484257698059,0.5675333142280579,41.24899673461914,0.08630885183811188,0.9807573556900024,0.47301060591881927,1.1771122217178345,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.8005732297897339,1.4142135381698608,1.9999998807907104,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,3,global_mean,ok,1000,200,2,20,2,2,25,100,50,True,2.5914798569569824,1.3900642395019531,34.52238330000546,0.79,5.882300120524588,0.865,7.009192911500297,1.381689700006973,33.140693599998485,102.53943634033203,0.6794484257698059,0.5675333142280579,41.24899673461914,0.08630885183811188,0.9807573556900024,0.47301060591881927,1.1771122217178345,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.8005732297897339,1.4142135381698608,1.9999998807907104,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,3,prior_qw,ok,1000,200,2,20,2,2,25,100,50,True,2.5379379340630046,1.3707075119018555,34.067991599964444,0.79,6.148040892721971,0.88,7.325842572112376,1.381689700006973,32.68630189995747,102.53943634033203,0.6794484257698059,0.5675333142280579,41.24899673461914,0.08630885183811188,0.9807573556900024,0.47301060591881927,1.1771122217178345,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.8005732297897339,1.4142135381698608,1.9999998807907104,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,4,learned_qw,ok,1000,200,2,20,2,2,25,100,50,True,2.6770002368197052,1.4804843664169312,32.44207540003117,0.765,6.188546503846078,0.825,7.374107984714575,1.3496057000011206,31.09246970003005,98.67779541015625,0.6929997801780701,0.571557343006134,41.979042053222656,0.07899877429008484,0.9866923689842224,0.5078980584701547,1.1040571928024292,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.7065335512161255,1.4142135381698608,2.0,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,4,anchor_shuffled,ok,1000,200,2,20,2,2,25,100,50,True,2.8639429366155924,1.56452214717865,31.782757300010417,0.77,6.388637385886726,0.845,7.612530976285784,1.3496057000011206,30.433151600009296,98.67779541015625,0.6929997801780701,0.571557343006134,41.979042053222656,0.07899877429008484,0.9866923689842224,0.5078980584701547,1.1040571928024292,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.7065335512161255,1.4142135381698608,2.0,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,4,global_mean,ok,1000,200,2,20,2,2,25,100,50,True,2.8468536697786933,1.5404095649719238,32.869952699984424,0.765,6.009152022205949,0.835,7.160346275296368,1.3496057000011206,31.520346999983303,98.67779541015625,0.6929997801780701,0.571557343006134,41.979042053222656,0.07899877429008484,0.9866923689842224,0.5078980584701547,1.1040571928024292,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.7065335512161255,1.4142135381698608,2.0,2.0,4.0,1.0,5.0,3.0
l2_q2_train1000,L2_phantom,4,prior_qw,ok,1000,200,2,20,2,2,25,100,50,True,2.7467109956109175,1.4958443641662598,33.83374299999559,0.775,6.453444943117895,0.865,7.689753943738838,1.3496057000011206,32.48413729999447,98.67779541015625,0.6929997801780701,0.571557343006134,41.979042053222656,0.07899877429008484,0.9866923689842224,0.5078980584701547,1.1040571928024292,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601683764}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.7065335512161255,1.4142135381698608,2.0,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,0,learned_qw,ok,1000,200,5,30,5,5,35,100,50,True,686.4764407938997,305.5867919921875,90.39214249991346,0.69,299.14619379767004,0.7,356.45467557033305,1.699387799948454,88.69275469996501,86.537353515625,0.7520444393157959,0.5234246253967285,127.94417572021484,0.04593202844262123,0.8927983641624451,0.3761629232574054,1.5371814966201782,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.9897853136062622,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,0,anchor_shuffled,ok,1000,200,5,30,5,5,35,100,50,True,669.9032421688299,307.7755126953125,83.65188679995481,0.685,597.0736765455665,0.69,711.4571673560553,1.699387799948454,81.95249900000636,86.537353515625,0.7520444393157959,0.5234246253967285,127.94417572021484,0.04593202844262123,0.8927983641624451,0.3761629232574054,1.5371814966201782,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.9897853136062622,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,0,global_mean,ok,1000,200,5,30,5,5,35,100,50,True,689.1207630860298,312.51593017578125,82.33136129996274,0.56,166.7143737768424,0.565,198.65242897835066,1.699387799948454,80.63197350001428,86.537353515625,0.7520444393157959,0.5234246253967285,127.94417572021484,0.04593202844262123,0.8927983641624451,0.3761629232574054,1.5371814966201782,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.9897853136062622,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,0,prior_qw,ok,1000,200,5,30,5,5,35,100,50,True,681.773818921422,318.28515625,263.6928478999762,0.74,772.0360584240628,0.78,919.9377041724251,1.699387799948454,261.99346010002773,86.537353515625,0.7520444393157959,0.5234246253967285,127.94417572021484,0.04593202844262123,0.8927983641624451,0.3761629232574054,1.5371814966201782,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.9897853136062622,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,1,learned_qw,ok,1000,200,5,30,5,5,35,100,50,True,586.2984069931276,236.71160888671875,223.70257750002202,0.405,109.50191478678408,0.48,130.47957927906415,2.560366200050339,221.14221129997168,88.85720825195312,0.7533208727836609,0.5055699348449707,114.60867309570312,0.05808545649051666,0.9132863879203796,0.28861422883345733,1.604918122291565,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,3.275113582611084,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,1,anchor_shuffled,ok,1000,200,5,30,5,5,35,100,50,True,606.370930614046,247.96493530273438,212.58898680005223,0.32,70.53282920054585,0.415,84.04504978172348,2.560366200050339,210.0286206000019,88.85720825195312,0.7533208727836609,0.5055699348449707,114.60867309570312,0.05808545649051666,0.9132863879203796,0.28861422883345733,1.604918122291565,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,3.275113582611084,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,1,global_mean,ok,1000,200,5,30,5,5,35,100,50,True,587.3443106257281,231.1044158935547,89.34502770000836,0.325,38.1983721176154,0.39,45.51616775611972,2.560366200050339,86.78466149995802,88.85720825195312,0.7533208727836609,0.5055699348449707,114.60867309570312,0.05808545649051666,0.9132863879203796,0.28861422883345733,1.604918122291565,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,3.275113582611084,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,1,prior_qw,ok,1000,200,5,30,5,5,35,100,50,True,610.5410338136969,257.700927734375,104.28510890004691,0.5,129.05190288675277,0.54,153.77482692072903,2.560366200050339,101.72474269999657,88.85720825195312,0.7533208727836609,0.5055699348449707,114.60867309570312,0.05808545649051666,0.9132863879203796,0.28861422883345733,1.604918122291565,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677747}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,3.275113582611084,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,2,learned_qw,ok,1000,200,5,30,5,5,35,100,50,True,437.64628432228625,153.81768798828125,81.29838459996972,0.515,258.30523274014934,0.6,307.7896688760291,1.524829400004819,79.7735551999649,102.74214935302734,0.75485759973526,0.5076653361320496,114.42345428466797,0.061099715530872345,1.00611412525177,0.35688662673100857,1.78807532787323,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,2.3441061973571777,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,2,anchor_shuffled,ok,1000,200,5,30,5,5,35,100,50,True,517.8979778714153,197.50814819335938,88.60493730002781,0.41,233.45716383616892,0.495,278.1813685755136,1.524829400004819,87.080107900023,102.74214935302734,0.75485759973526,0.5076653361320496,114.42345428466797,0.061099715530872345,1.00611412525177,0.35688662673100857,1.78807532787323,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,2.3441061973571777,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,2,global_mean,ok,1000,200,5,30,5,5,35,100,50,True,517.3254883069067,201.55027770996094,84.2704642000026,0.395,136.3268092523585,0.485,162.44341252242467,1.524829400004819,82.74563479999779,102.74214935302734,0.75485759973526,0.5076653361320496,114.42345428466797,0.061099715530872345,1.00611412525177,0.35688662673100857,1.78807532787323,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,2.3441061973571777,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,2,prior_qw,ok,1000,200,5,30,5,5,35,100,50,True,508.386857646563,188.21554565429688,97.4158194999909,0.575,262.78076383145043,0.645,313.12259309913884,1.524829400004819,95.89099009998608,102.74214935302734,0.75485759973526,0.5076653361320496,114.42345428466797,0.061099715530872345,1.00611412525177,0.35688662673100857,1.78807532787323,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601678027}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,2.3441061973571777,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
lh_q5_train1000,LH,3,learned_qw,ok,1000,200,5,30,5,5,35,100,50,True,690.7842938705554,323.6197509765625,87.33479129994521,0.26,375.5980272189481,0.31,447.5526538965111,1.5341205999720842,85.80067069997313,85.79170989990234,0.7550134658813477,0.5250844359397888,128.92149353027344,0.045377835631370544,0.9060347080230713,0.38054871633769416,1.4868537187576294,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.1622776601677067}",2,0.3,9.0,0.5,0.0,0.0,-2.3025851249694824,1.985868215560913,2.2360680103302,5.000000953674316,2.0,4.0,1.0,5.0,3.0
