setting,seed,method,N_train,N_test,D,Q_true,Q,n,standardize_x,jump_amp,noise_std,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95,status,dkl_epochs,median_capture_ratio_top_Q_truth,median_eff_rank_A,median_subspace_cos_to_truth,n_bad_sig2,pca_explained_variance_sum,xgb_boots
train500,1,xgb_bootstrap,500,200,50,2,2,25,True,1.5,0.1,1.3367684240803843,0.8630477786064148,17.390601899998728,0.475,2.22008526970875,0.615,2.645394763363596,ok,,,,,,,30
train500,1,dkl_svgp,500,200,50,2,2,25,True,1.5,0.1,1.159442663192749,0.7987104654312134,2.1091620000079274,0.26,0.6794882134657084,0.325,0.809660145128247,ok,80,,,,,,
train500,1,jgp_pca,500,200,50,2,2,25,True,1.5,0.1,1.532192693026599,0.8986423015594482,25.168889899970964,0.88,4.31350356541063,0.915,5.1398565178464795,ok,,,,,0,0.06487126648426056,
train500,1,lmjgp_baseline,500,200,50,2,2,25,True,1.5,0.1,1.420063853263855,0.8199291229248047,242.8386566999834,0.88,4.034137331733087,0.94,4.806971118481556,ok,,0.15354716777801514,37.103336334228516,0.2151171639561653,,,
train500,1,lmjgp_pls_kl,500,200,50,2,2,25,True,1.5,0.1,1.384625792503357,0.8005605936050415,240.99406019999878,0.855,3.9159125566917465,0.925,4.666097610125172,ok,,0.5761772394180298,5.680251836776733,0.24645595997571945,,,
train500,2,xgb_bootstrap,500,200,50,2,2,25,True,1.5,0.1,1.3468364795655796,0.8655003905296326,17.62983470002655,0.49,2.2470181583654822,0.625,2.6774872796227216,ok,,,,,,,30
train500,2,dkl_svgp,500,200,50,2,2,25,True,1.5,0.1,1.11411714553833,0.7567074298858643,2.0613509999820963,0.31,0.7277086679552639,0.34,0.8671183606004922,ok,80,,,,,,
train500,2,jgp_pca,500,200,50,2,2,25,True,1.5,0.1,1.5834383486804833,0.9276196360588074,19.35929449996911,0.9,4.5887279536455345,0.93,5.467806603962804,ok,,,,,0,0.06447505950927734,
train500,2,lmjgp_baseline,500,200,50,2,2,25,True,1.5,0.1,1.4937118291854858,0.8684629797935486,249.77483289997326,0.89,4.464908183074219,0.93,5.320266247229925,ok,,0.16619449853897095,35.035282135009766,0.09974673390388489,,,
train500,2,lmjgp_pls_kl,500,200,50,2,2,25,True,1.5,0.1,1.4679762125015259,0.8580232858657837,235.35691520001274,0.855,4.225209976155512,0.915,5.034648217137965,ok,,0.5905697345733643,5.381537914276123,0.4534466713666916,,,
train500,3,xgb_bootstrap,500,200,50,2,2,25,True,1.5,0.1,1.2908771246184003,0.844755232334137,14.48568779998459,0.505,2.2177895467907147,0.61,2.6426592407832845,ok,,,,,,,30
train500,3,dkl_svgp,500,200,50,2,2,25,True,1.5,0.1,1.3277461528778076,0.9095216393470764,2.107753699994646,0.26,0.8048380189487943,0.305,0.9590236509079609,ok,80,,,,,,
train500,3,jgp_pca,500,200,50,2,2,25,True,1.5,0.1,1.5645470080491344,0.9362534880638123,24.16231699998025,0.84,4.327682149903629,0.89,5.156751343320734,ok,,,,,0,0.06735396385192871,
train500,3,lmjgp_baseline,500,200,50,2,2,25,True,1.5,0.1,1.4212368726730347,0.8253158330917358,242.17820199998096,0.9,4.461472587211542,0.965,5.316172482261451,ok,,0.1781640499830246,32.38965034484863,0.18320005387067795,,,
train500,3,lmjgp_pls_kl,500,200,50,2,2,25,True,1.5,0.1,1.4323163032531738,0.8347643613815308,247.89754649996758,0.89,4.429761161707375,0.95,5.278385988151463,ok,,0.5166721343994141,7.106894493103027,0.14740917086601257,,,
train500,4,xgb_bootstrap,500,200,50,2,2,25,True,1.5,0.1,1.3652735041090454,0.8765690326690674,25.591656200005673,0.5,2.1634586029087455,0.595,2.577919928111381,ok,,,,,,,30
train500,4,dkl_svgp,500,200,50,2,2,25,True,1.5,0.1,1.147138237953186,0.7889112830162048,2.909581399988383,0.24,0.7041633343317265,0.29,0.8390623651307659,ok,80,,,,,,
train500,4,jgp_pca,500,200,50,2,2,25,True,1.5,0.1,1.5191235339527018,0.8885104656219482,24.79459380003391,0.92,4.81948249225545,0.97,5.742767595952602,ok,,,,,0,0.06250740587711334,
train500,4,lmjgp_baseline,500,200,50,2,2,25,True,1.5,0.1,1.4877362251281738,0.8532780408859253,244.8240256999852,0.9,4.5867451977282805,0.94,5.465444004565341,ok,,0.1882704645395279,31.029915809631348,0.15322525799274445,,,
train500,4,lmjgp_pls_kl,500,200,50,2,2,25,True,1.5,0.1,1.5188138484954834,0.8647180199623108,239.73597889998928,0.88,4.486925773778484,0.935,5.3465018247303275,ok,,0.5983535647392273,5.053205966949463,0.1709648296236992,,,
