setting,family,method,final_neighbor_mode,N_train,N_test,latent_dim,observed_dim,Q_true,Q,n_final,n_candidate,gp_neighbors,pair_neighbors,standardize_x,anchor_dispersion_frob_mean,anchor_dispersion_frob_std,cosine_to_ref_median_mean,cosine_to_ref_median_std,coverage_90_mean,coverage_90_std,coverage_95_mean,coverage_95_std,mean_crps_mean,mean_crps_std,mean_width_90_mean,mean_width_90_std,mean_width_95_mean,mean_width_95_std,median_frob_W_mean,median_frob_W_std,n_seeds,pred_sec_mean,pred_sec_std,rmse_mean,rmse_std,train_gp_loss_mean,train_gp_loss_std,train_loss_mean,train_loss_std,train_pair_loss_mean,train_pair_loss_std,train_sec_mean,train_sec_std,train_smoothness_mean,train_smoothness_std,wall_sec_mean,wall_sec_std
lh_q5_train1000,LH,gp_localC,projected,1000,200,5,30,5,5,35,100,35,100,True,1.5820727348327637,0.0,0.3417081255707318,0.0,0.605,0.0,0.605,0.0,404.7216491699219,0.0,258.25494023733575,0.0,307.72974166269415,0.0,2.2360680103302,0.0,1,45.83737880003173,0.0,794.1703894722707,0.0,2.0820837020874023,0.0,2.153501510620117,0.0,0.0,0.0,1.2987351999618113,0.0,7.140993118286133,0.0,47.13611399999354,0.0
lh_q5_train1000,LH,gp_localC,raw,1000,200,5,30,5,5,35,100,35,100,True,1.5820727348327637,0.0,0.3417081255707318,0.0,0.465,0.0,0.485,0.0,426.92730712890625,0.0,93.55409042022367,0.0,111.47657446570582,0.0,2.2360680103302,0.0,1,50.80823429999873,0.0,810.0837724848922,0.0,2.0820837020874023,0.0,2.153501510620117,0.0,0.0,0.0,1.2987351999618113,0.0,7.140993118286133,0.0,52.10696949996054,0.0
lh_q5_train1000,LH,gp_pairwise_boundary_localC,projected,1000,200,5,30,5,5,35,100,35,100,True,1.1697355508804321,0.0,0.31801834364689674,0.0,0.585,0.0,0.61,0.0,397.984375,0.0,258.3589285041498,0.0,307.85365132518984,0.0,2.2360680103302,0.0,1,42.74110590002965,0.0,785.7993385658565,0.0,3.167192220687866,0.0,4.583574295043945,0.0,1.3581463098526,0.0,3.1649777000420727,0.0,5.822906970977783,0.0,45.906083600071725,0.0
lh_q5_train1000,LH,gp_pairwise_boundary_localC,raw,1000,200,5,30,5,5,35,100,35,100,True,1.1697355508804321,0.0,0.31801834364689674,0.0,0.46,0.0,0.47,0.0,404.2839050292969,0.0,64.85475972325646,0.0,77.27921269150823,0.0,2.2360680103302,0.0,1,47.866527599981055,0.0,772.6551713796523,0.0,3.167192220687866,0.0,4.583574295043945,0.0,1.3581463098526,0.0,3.1649777000420727,0.0,5.822906970977783,0.0,51.03150530002313,0.0
lh_q5_train1000,LH,pairwise_boundary_localC,projected,1000,200,5,30,5,5,35,100,35,100,True,0.5049092769622803,0.027940580224030183,0.26549096023720786,0.03356758065311422,0.333,0.25180548048046925,0.41500000000000004,0.22658331800907142,234.95379943847655,46.574170009112734,147.67702519618737,81.67404335615097,175.9680290002368,97.32062526834282,2.2360680103302,0.0,5,39.446747080003846,13.56621507097817,577.5646921069563,72.18236146793505,0.0,0.0,0.29822625815868375,0.04562955057618611,0.2866006940603256,0.045097854495244644,2.480400959996041,0.09511740163311154,1.1622858762741088,0.0942629745558394,41.927148039999885,13.653196514784586
lh_q5_train1000,LH,pairwise_boundary_localC,raw,1000,200,5,30,5,5,35,100,35,100,True,0.5049092769622803,0.027940580224030183,0.26549096023720786,0.03356758065311422,0.376,0.2086719914123599,0.433,0.197144616969371,228.24423522949218,54.10073635159751,155.50359223769277,66.76909123479834,185.293958841404,79.56027938073457,2.2360680103302,0.0,5,46.437349000002726,17.202553351648234,570.118626108973,81.76981944911131,0.0,0.0,0.29822625815868375,0.04562955057618611,0.2866006940603256,0.045097854495244644,2.480400959996041,0.09511740163311154,1.1622858762741088,0.0942629745558394,48.917749959998766,17.290518512561786
lh_q5_train1000,LH,pairwise_localC,projected,1000,200,5,30,5,5,35,100,35,100,True,0.5040232062339782,0.032734467662978856,0.26086914488560764,0.033829363897441754,0.32599999999999996,0.25168233946783,0.402,0.22180171324856804,254.7351318359375,40.39123418953919,151.1285605694739,76.5342565688995,180.08078706707187,91.1961915642337,2.2360680103302,0.0,5,38.63734712001169,11.994692998423988,610.9666602699048,54.52258836017677,0.0,0.0,0.29261625111103057,0.04291832251917292,0.28077814877033236,0.04225715578229724,2.40465639999602,0.08390235712441563,1.1835456609725952,0.11547522551083453,41.04200352000771,12.064507523635774
lh_q5_train1000,LH,pairwise_localC,raw,1000,200,5,30,5,5,35,100,35,100,True,0.5040232062339782,0.032734467662978856,0.2608691448856077,0.033829363897441754,0.39,0.19078784028338913,0.458,0.1699882348870062,246.7153747558594,61.90754609887023,172.58898206997333,74.59429215823612,205.65245651220283,88.88458139182175,2.2360680103302,0.0,5,39.21558579999255,5.419066867499602,594.1690793839168,93.95039437568192,0.0,0.0,0.29261625111103057,0.04291832251917292,0.28077814877033236,0.04225715578229724,2.4273511799867267,0.05755742854847125,1.1835456609725952,0.11547522551083453,41.642936979979275,5.468024867943825
lh_q5_train1000,LH,pls_static,projected,1000,200,5,30,5,5,35,100,35,100,True,1.5827856145733676e-07,7.942888373068969e-09,0.44721358893378654,5.551115123125783e-17,0.356,0.14472042012100436,0.41100000000000003,0.13701824696003084,282.65105590820315,60.81739079657565,158.76721768038644,84.4695019677187,189.18280841555327,100.65161965542377,2.2360680103302,0.0,5,48.807006499986166,5.507177519148203,631.3377690928886,85.8928149021084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.807006499986166,5.507177519148203
lh_q5_train1000,LH,pls_static,raw,1000,200,5,30,5,5,35,100,35,100,True,1.5827856145733676e-07,7.942888373068969e-09,0.44721358893378654,5.551115123125783e-17,0.35000000000000003,0.1317573527360048,0.40599999999999997,0.14033531273346703,273.51490478515626,73.61937131613203,142.5521642126376,43.50928468986642,169.86138048820573,51.84451040989441,2.2360680103302,0.0,5,50.2335093599977,2.0866824031663405,618.111507280181,101.06829087444534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2335093599977,2.0866824031663405
