setting,seed,method,N_train,N_test,D,Q_true,Q,n,standardize_x,jump_amp,noise_std,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95,status,dkl_epochs,median_capture_ratio_top_Q_truth,median_eff_rank_A,median_subspace_cos_to_truth,n_bad_sig2,pca_explained_variance_sum,xgb_boots
train200_q5,2,dkl_svgp,200,200,50,5,5,25,True,1.5,0.1,1.5770498514175415,1.1458224058151245,1.9174313999828883,0.18,0.8734160118206795,0.245,1.0407393695339717,ok,80,,,,,,
train200_q5,2,jgp_pca,200,200,50,5,5,25,True,1.5,0.1,2.0341747383682858,1.3159183263778687,62.81580679997569,0.495,3.1023554073849082,0.6,3.6966844745857124,ok,,,,,0,0.19194574654102325,
train200_q5,2,lmjgp_baseline,200,200,50,5,5,25,True,1.5,0.1,1.627204179763794,0.9419100880622864,529.2458114000037,0.805,4.397552570227247,0.875,5.2400070842420545,ok,,0.22453364729881287,41.77796745300293,0.25454699993133545,,,
train200_q5,2,lmjgp_pls_kl,200,200,50,5,5,25,True,1.5,0.1,1.827355146408081,1.0900866985321045,521.0056254999945,0.72,3.9757393183674754,0.77,4.737385593611833,ok,,0.6713032722473145,8.850547790527344,0.39371609687805176,,,
train200_q5,3,xgb_bootstrap,200,200,50,5,5,25,True,1.5,0.1,1.6048073031176553,1.026910424232483,13.992563000007067,0.515,2.6367436986402923,0.64,3.141873903622657,ok,,,,,,,30
train200_q5,3,dkl_svgp,200,200,50,5,5,25,True,1.5,0.1,1.6213111877441406,1.203227162361145,1.824228299956303,0.17,0.8518702503784162,0.22,1.0150660112761956,ok,80,,,,,,
train200_q5,3,jgp_pca,200,200,50,5,5,25,True,1.5,0.1,2.048183031681508,1.2992985248565674,62.57183269999223,0.535,2.9429047420714483,0.575,3.5066872880855713,ok,,,,,0,0.19300857186317444,
train200_q5,3,lmjgp_baseline,200,200,50,5,5,25,True,1.5,0.1,1.7670505046844482,1.0214489698410034,510.6551952000009,0.78,4.440399036900649,0.885,5.291061798271719,ok,,0.22586295008659363,41.55093574523926,0.24176843464374542,,,
train200_q5,3,lmjgp_pls_kl,200,200,50,5,5,25,True,1.5,0.1,1.7303657531738281,1.014480710029602,527.9262092999998,0.74,3.944219574129071,0.805,4.699827501817559,ok,,0.6771110892295837,8.596121311187744,0.2726989686489105,,,
train200_q5,4,xgb_bootstrap,200,200,50,5,5,25,True,1.5,0.1,1.5768124336371774,0.9520195722579956,14.10535389999859,0.6,2.632026034311408,0.7,3.1362524598514563,ok,,,,,,,30
train200_q5,4,dkl_svgp,200,200,50,5,5,25,True,1.5,0.1,1.699270486831665,1.257466435432434,1.9515669000102207,0.155,0.785640471028879,0.185,0.9361483616433158,ok,80,,,,,,
train200_q5,4,jgp_pca,200,200,50,5,5,25,True,1.5,0.1,1.9312232871466548,1.2096610069274902,66.81621209997684,0.575,3.1763769250860645,0.635,3.784886553116036,ok,,,,,0,0.19192546606063843,
train200_q5,4,lmjgp_baseline,200,200,50,5,5,25,True,1.5,0.1,1.6915568113327026,0.9692735075950623,503.1386957000359,0.805,4.295171009682001,0.86,5.118011930350097,ok,,0.23270517587661743,40.77679634094238,0.25856007635593414,,,
train200_q5,4,lmjgp_pls_kl,200,200,50,5,5,25,True,1.5,0.1,1.6764487028121948,0.9396076202392578,524.8103878000402,0.765,3.755779992532264,0.83,4.475287891034043,ok,,0.7100663185119629,8.297463417053223,0.3506947010755539,,,
train500_q5,0,xgb_bootstrap,500,200,50,5,5,25,True,1.5,0.1,1.4390096206600973,0.8736143708229065,17.282636899966747,0.56,2.3256434037334204,0.685,2.771175038017609,ok,,,,,,,30
train500_q5,0,dkl_svgp,500,200,50,5,5,25,True,1.5,0.1,1.3975002765655518,0.9987211227416992,2.492744799994398,0.23,0.7323716098603587,0.275,0.8726745985819389,ok,80,,,,,,
train500_q5,0,jgp_pca,500,200,50,5,5,25,True,1.5,0.1,2.122591719509843,1.366512417793274,64.77307989995461,0.54,3.0645098765783843,0.57,3.6515887431837255,ok,,,,,0,0.15765263140201569,
train500_q5,0,lmjgp_baseline,500,200,50,5,5,25,True,1.5,0.1,1.6124187707901,0.9209213256835938,522.3903416999965,0.775,4.080889220065047,0.855,4.862679429445193,ok,,0.24995797872543335,38.28559494018555,0.2719190716743469,,,
train500_q5,0,lmjgp_pls_kl,500,200,50,5,5,25,True,1.5,0.1,1.7373027801513672,0.9870461821556091,521.0530590999988,0.755,3.8965157050699406,0.825,4.6429848358519585,ok,,0.7225779294967651,8.33654260635376,0.3342699110507965,,,
train500_q5,1,xgb_bootstrap,500,200,50,5,5,25,True,1.5,0.1,1.4130847565346683,0.9163017272949219,17.37570279999636,0.465,2.1951044058658113,0.575,2.615628228133587,ok,,,,,,,30
train500_q5,1,dkl_svgp,500,200,50,5,5,25,True,1.5,0.1,1.5286095142364502,1.1484713554382324,2.3994877000222914,0.145,0.6840247046481861,0.17,0.8150657077802376,ok,80,,,,,,
train500_q5,1,jgp_pca,500,200,50,5,5,25,True,1.5,0.1,1.9293203544772848,1.2500361204147339,61.84950409998419,0.515,2.818243201093044,0.595,3.3581439000469815,ok,,,,,0,0.15538015961647034,
train500_q5,1,lmjgp_baseline,500,200,50,5,5,25,True,1.5,0.1,1.57915198802948,0.8994149565696716,436.05507800000487,0.84,4.354583875453486,0.87,5.1888067264476945,ok,,0.22102557122707367,42.03040313720703,0.2870640307664871,,,
train500_q5,1,lmjgp_pls_kl,500,200,50,5,5,25,True,1.5,0.1,1.582492470741272,0.9313755631446838,456.53283560002455,0.8,4.09756023494821,0.85,4.882544168909755,ok,,0.6541165113449097,10.63644790649414,0.21604136377573013,,,
train500_q5,2,xgb_bootstrap,500,200,50,5,5,25,True,1.5,0.1,1.4123692018316856,0.8814936876296997,17.53784479998285,0.555,2.382640109567359,0.655,2.8390908019746655,ok,,,,,,,30
train500_q5,2,dkl_svgp,500,200,50,5,5,25,True,1.5,0.1,1.4034924507141113,1.003986120223999,2.1281649000011384,0.215,0.8213205210035016,0.24,0.9786637634827241,ok,80,,,,,,
train500_q5,2,jgp_pca,500,200,50,5,5,25,True,1.5,0.1,1.9091257165944324,1.2520710229873657,54.95947040000465,0.51,3.1480717449020386,0.58,3.7511588506459828,ok,,,,,0,0.15363912284374237,
train500_q5,2,lmjgp_baseline,500,200,50,5,5,25,True,1.5,0.1,1.5878487825393677,0.9294984340667725,454.6137450999813,0.8,4.318022298179543,0.855,5.14524092004356,ok,,0.22409921884536743,41.809688568115234,0.3199023902416229,,,
train500_q5,2,lmjgp_pls_kl,500,200,50,5,5,25,True,1.5,0.1,1.5184319019317627,0.8697018027305603,458.3403113000095,0.82,4.07536631741116,0.875,4.856098485029003,ok,,0.6362853646278381,10.252733707427979,0.3044290393590927,,,
train500_q5,3,xgb_bootstrap,500,200,50,5,5,25,True,1.5,0.1,1.661865552819516,1.0549088716506958,17.410217000055127,0.44,2.4147624942456356,0.57,2.8773669841439253,ok,,,,,,,30
train500_q5,3,dkl_svgp,500,200,50,5,5,25,True,1.5,0.1,1.5087125301361084,1.0900369882583618,2.1871121000149287,0.22,0.8515790485139845,0.26,1.0147190228529308,ok,80,,,,,,
train500_q5,3,jgp_pca,500,200,50,5,5,25,True,1.5,0.1,2.0643856319344183,1.291038155555725,55.722814800043125,0.54,3.296917439816161,0.63,3.928519435506172,ok,,,,,0,0.15713924169540405,
train500_q5,3,lmjgp_baseline,500,200,50,5,5,25,True,1.5,0.1,1.7628041505813599,1.0065505504608154,437.89282430004096,0.83,4.550512358999232,0.89,5.4222699142979875,ok,,0.22546134889125824,41.856903076171875,0.30755726993083954,,,
train500_q5,3,lmjgp_pls_kl,500,200,50,5,5,25,True,1.5,0.1,1.7164593935012817,0.9856709837913513,454.678487600002,0.775,4.022158518086031,0.825,4.792697481641749,ok,,0.7059681415557861,8.992802143096924,0.3197614401578903,,,
train500_q5,4,xgb_bootstrap,500,200,50,5,5,25,True,1.5,0.1,1.480592738017136,0.911673367023468,17.933030399959534,0.5,2.3902320799642243,0.63,2.848137192672133,ok,,,,,,,30
train500_q5,4,dkl_svgp,500,200,50,5,5,25,True,1.5,0.1,1.5011279582977295,1.0324230194091797,2.1712660000193864,0.255,0.7987240822692993,0.285,0.9517384460123877,ok,80,,,,,,
train500_q5,4,jgp_pca,500,200,50,5,5,25,True,1.5,0.1,1.927068096029595,1.1616038084030151,58.55642439995427,0.62,3.3451186682003247,0.7,3.9859547416608256,ok,,,,,0,0.15273582935333252,
train500_q5,4,lmjgp_baseline,500,200,50,5,5,25,True,1.5,0.1,1.6840779781341553,0.9753865599632263,445.5965909999795,0.78,4.351370555995068,0.87,5.184977820151032,ok,,0.25518789887428284,38.02473449707031,0.32799631357192993,,,
train500_q5,4,lmjgp_pls_kl,500,200,50,5,5,25,True,1.5,0.1,1.6788392066955566,0.9651316404342651,522.7377683999948,0.75,3.94658983925938,0.855,4.702651846922253,ok,,0.7272508144378662,8.591718673706055,0.36672914028167725,,,
