setting,family,method,prediction_head,final_neighbor_mode,N_train,N_test,latent_dim,observed_dim,Q_true,Q,n_final,n_candidate,n_vem,standardize_x,C_std_median_mean,C_std_median_std,anchor_dispersion_frob_mean,anchor_dispersion_frob_std,best_loss_mean,best_loss_std,cosine_to_ref_median_mean,cosine_to_ref_median_std,coverage_90_mean,coverage_90_std,coverage_95_mean,coverage_95_std,gamma_entropy_mean,gamma_entropy_std,gamma_mean_mean,gamma_mean_std,kl_coeff_mean,kl_coeff_std,mean_crps_mean,mean_crps_std,mean_width_90_mean,mean_width_90_std,mean_width_95_mean,mean_width_95_std,n_seeds,pred_sec_mean,pred_sec_std,rmse_mean,rmse_std,train_sec_mean,train_sec_std,wall_sec_mean,wall_sec_std
l2_q2_train1000,L2_phantom,post_vem1_trainhyp_boundary,posterior,projected,1000,200,2,20,2,2,25,100,50,True,0.06609572470188141,0.0,1.0146915912628174,0.0,66.28326416015625,0.0,0.5416659143579637,0.0,0.815,0.0,0.88,0.0,0.0501064732670784,0.0,0.9685401916503906,0.0,44.303428649902344,0.0,1.3052388429641724,0.0,5.864743364343855,0.0,6.988272746182388,0.0,1,33.484757700003684,0.0,2.273518113908497,0.0,1.5770721000153571,0.0,35.06182980001904,0.0
l2_q2_train1000,L2_phantom,post_vem1_trainhyp_boundary,posterior,raw,1000,200,2,20,2,2,25,100,50,True,0.06609572470188141,0.0,1.0146915912628174,0.0,66.28326416015625,0.0,0.5416659143579637,0.0,0.815,0.0,0.885,0.0,0.0501064732670784,0.0,0.9685401916503906,0.0,44.303428649902344,0.0,1.3002978563308716,0.0,5.945849967899157,0.0,7.0849172252242,0.0,1,35.53390119998949,0.0,2.3012985069416567,0.0,1.5770721000153571,0.0,37.110973300004844,0.0
lh_q5_train1000,LH,map_vem1,mean,projected,1000,200,5,30,5,5,35,100,50,True,0.049787066876888275,0.0,1.0911343097686768,0.0,46.32301712036133,0.0,0.377343572026447,0.0,0.56,0.0,0.595,0.0,0.030085289850831032,0.0,0.9471311569213867,0.0,0.0,0.0,338.79376220703125,0.0,236.8832882812273,0.0,282.26384765379623,0.0,1,43.247973799996544,0.0,724.5132840477582,0.0,1.1307539999834262,0.0,44.37872779997997,0.0
lh_q5_train1000,LH,map_vem1,mean,raw,1000,200,5,30,5,5,35,100,50,True,0.049787066876888275,0.0,1.0911343097686768,0.0,46.32301712036133,0.0,0.377343572026447,0.0,0.555,0.0,0.585,0.0,0.030085289850831032,0.0,0.9471311569213867,0.0,0.0,0.0,322.2175598144531,0.0,120.23593154099102,0.0,143.26994913506581,0.0,1,54.12192999996478,0.0,708.0142174430181,0.0,1.1307539999834262,0.0,55.252683999948204,0.0
lh_q5_train1000,LH,map_vem5,mean,projected,1000,200,5,30,5,5,35,100,50,True,0.049787066876888275,0.0,1.0432500839233398,0.0,49.25044631958008,0.0,0.37774086081406666,0.0,0.57,0.0,0.585,0.0,0.03334261476993561,0.0,0.9309085607528687,0.0,0.0,0.0,362.8770751953125,0.0,221.88918075352507,0.0,264.3972665470725,0.0,1,43.90797160001239,0.0,756.0219520103993,0.0,2.5191873000003397,0.0,46.42715890001273,0.0
lh_q5_train1000,LH,map_vem5,mean,raw,1000,200,5,30,5,5,35,100,50,True,0.049787066876888275,0.0,1.0432500839233398,0.0,49.25044631958008,0.0,0.37774086081406666,0.0,0.555,0.0,0.565,0.0,0.03334261476993561,0.0,0.9309085607528687,0.0,0.0,0.0,344.74969482421875,0.0,121.25703805471821,0.0,144.48667259209083,0.0,1,83.49316020001424,0.0,741.1544240533943,0.0,2.5191873000003397,0.0,86.01234750001458,0.0
lh_q5_train1000,LH,post_vem1_boundary,mean,projected,1000,200,5,30,5,5,35,100,50,True,0.04487994685769081,0.0,0.9101165533065796,0.0,62.67552947998047,0.0,0.38630517778898876,0.0,0.595,0.0,0.615,0.0,0.03360159695148468,0.0,0.9436913728713989,0.0,129.1197052001953,0.0,297.648193359375,0.0,253.5200541778161,0.0,302.08777693373594,0.0,1,46.37890170002356,0.0,675.2929831656854,0.0,1.7826878000050783,0.0,48.16158950002864,0.0
lh_q5_train1000,LH,post_vem1_boundary,mean,raw,1000,200,5,30,5,5,35,100,50,True,0.04487994685769081,0.0,0.9101165533065796,0.0,62.67552947998047,0.0,0.38630517778898876,0.0,0.49,0.0,0.505,0.0,0.03360159695148468,0.0,0.9436913728713989,0.0,129.1197052001953,0.0,331.6689758300781,0.0,65.3412382778017,0.0,77.85888764284533,0.0,1,48.2742556000012,0.0,721.654139152019,0.0,1.7826878000050783,0.0,50.056943400006276,0.0
lh_q5_train1000,LH,post_vem1_boundary,posterior,projected,1000,200,5,30,5,5,35,100,50,True,0.04487994685769081,0.0,0.9101165533065796,0.0,62.67552947998047,0.0,0.38630517778898876,0.0,0.695,0.0,0.705,0.0,0.03360159695148468,0.0,0.9436913728713989,0.0,129.1197052001953,0.0,291.399169921875,0.0,434.70439978801596,0.0,517.9822408178019,0.0,1,80.9462050999864,0.0,654.5469844136487,0.0,1.7826878000050783,0.0,82.72889289999148,0.0
lh_q5_train1000,LH,post_vem1_boundary,posterior,raw,1000,200,5,30,5,5,35,100,50,True,0.04487994685769081,0.0,0.9101165533065796,0.0,62.67552947998047,0.0,0.38630517778898876,0.0,0.625,0.0,0.635,0.0,0.03360159695148468,0.0,0.9436913728713989,0.0,129.1197052001953,0.0,288.4427795410156,0.0,348.87678344049726,0.0,415.7123280646346,0.0,1,92.3854162999778,0.0,662.3927598254577,0.0,1.7826878000050783,0.0,94.16810409998288,0.0
lh_q5_train1000,LH,post_vem1_trainhyp_boundary,mean,projected,1000,200,5,30,5,5,35,100,50,True,0.04371676966547966,0.0,0.9751784801483154,0.0,51.226158142089844,0.0,0.3951419833499645,0.0,0.585,0.0,0.6,0.0,0.03671566769480705,0.0,0.9409560561180115,0.0,130.68215942382812,0.0,364.9835510253906,0.0,302.2873987279771,0.0,360.19765210671466,0.0,1,40.9166688999976,0.0,754.0404748463742,0.0,1.564434900006745,0.0,42.48110380000435,0.0
lh_q5_train1000,LH,post_vem1_trainhyp_boundary,mean,raw,1000,200,5,30,5,5,35,100,50,True,0.04371676966547966,0.0,0.9751784801483154,0.0,51.226158142089844,0.0,0.3951419833499645,0.0,0.535,0.0,0.535,0.0,0.03671566769480705,0.0,0.9409560561180115,0.0,130.68215942382812,0.0,346.5252380371094,0.0,103.23094664330276,0.0,123.0072598531703,0.0,1,47.675709999981336,0.0,732.8341598887099,0.0,1.564434900006745,0.0,49.24014489998808,0.0
lh_q5_train1000,LH,post_vem1_trainhyp_boundary,posterior,projected,1000,200,5,30,5,5,35,100,50,True,0.04371676966547966,0.0,0.9751784801483154,0.0,51.226158142089844,0.0,0.3951419833499645,0.0,0.685,0.0,0.71,0.0,0.03671566769480705,0.0,0.9409560561180115,0.0,130.68215942382812,0.0,303.13665771484375,0.0,517.285160073011,0.0,616.383285945753,0.0,1,80.1750443999772,0.0,673.1974348611305,0.0,1.564434900006745,0.0,81.73947929998394,0.0
lh_q5_train1000,LH,post_vem1_trainhyp_boundary,posterior,raw,1000,200,5,30,5,5,35,100,50,True,0.04371676966547966,0.0,0.9751784801483154,0.0,51.226158142089844,0.0,0.3951419833499645,0.0,0.67,0.0,0.69,0.0,0.03671566769480705,0.0,0.9409560561180115,0.0,130.68215942382812,0.0,313.6009521484375,0.0,508.784128682936,0.0,606.2536822637088,0.0,1,92.9255462999572,0.0,684.2750932285011,0.0,1.564434900006745,0.0,94.48998119996395,0.0
