setting,family,seed,method,prediction_head,final_neighbor_mode,status,N_train,N_test,latent_dim,observed_dim,Q_true,Q,n_final,n_candidate,n_vem,standardize_x,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95,train_sec,pred_sec,best_loss,gamma_mean,gamma_entropy,kl_coeff,C_std_median,anchor_dispersion_frob,cosine_to_ref_median,C_mu_frob_median,V_Rv,V_info,boundary_weighted,kernel_var,lengthscale,log_amp,log_lengthscale,log_noise_var,mc_gamma,mc_train,median_eff_rank_WWT,median_frob_W,median_trace_WWT,noise_std,noise_var,posterior,train_kernel,vem_steps
lh_q5_train1000,LH,0,map_vem5,mean,raw,ok,1000,200,5,30,5,5,35,100,50,True,741.1544240533943,344.74969482421875,86.01234750001458,0.555,121.25703805471821,0.565,144.48667259209083,2.5191873000003397,83.49316020001424,49.25044631958008,0.9309085607528687,0.03334261476993561,0.0,0.049787066876888275,1.0432500839233398,0.37774086081406666,1.3988820314407349,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",False,9.0,0.5,0.0,0.0,-2.3025851249694824,1,1,1.8494603633880615,2.2360680103302,5.000000953674316,2.0,4.0,False,False,5
lh_q5_train1000,LH,0,map_vem5,mean,projected,ok,1000,200,5,30,5,5,35,100,50,True,756.0219520103993,362.8770751953125,46.42715890001273,0.57,221.88918075352507,0.585,264.3972665470725,2.5191873000003397,43.90797160001239,49.25044631958008,0.9309085607528687,0.03334261476993561,0.0,0.049787066876888275,1.0432500839233398,0.37774086081406666,1.3988820314407349,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",False,9.0,0.5,0.0,0.0,-2.3025851249694824,1,1,1.8494603633880615,2.2360680103302,5.000000953674316,2.0,4.0,False,False,5
lh_q5_train1000,LH,0,post_vem1_boundary,mean,raw,ok,1000,200,5,30,5,5,35,100,50,True,721.654139152019,331.6689758300781,50.056943400006276,0.49,65.3412382778017,0.505,77.85888764284533,1.7826878000050783,48.2742556000012,62.67552947998047,0.9436913728713989,0.03360159695148468,129.1197052001953,0.04487994685769081,0.9101165533065796,0.38630517778898876,1.551400899887085,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",True,9.0,0.5,0.0,0.0,-2.3025851249694824,2,2,2.053617477416992,2.2360680103302,5.000000953674316,2.0,4.0,True,False,1
lh_q5_train1000,LH,0,post_vem1_boundary,mean,projected,ok,1000,200,5,30,5,5,35,100,50,True,675.2929831656854,297.648193359375,48.16158950002864,0.595,253.5200541778161,0.615,302.08777693373594,1.7826878000050783,46.37890170002356,62.67552947998047,0.9436913728713989,0.03360159695148468,129.1197052001953,0.04487994685769081,0.9101165533065796,0.38630517778898876,1.551400899887085,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",True,9.0,0.5,0.0,0.0,-2.3025851249694824,2,2,2.053617477416992,2.2360680103302,5.000000953674316,2.0,4.0,True,False,1
lh_q5_train1000,LH,0,post_vem1_boundary,posterior,raw,ok,1000,200,5,30,5,5,35,100,50,True,662.3927598254577,288.4427795410156,94.16810409998288,0.625,348.87678344049726,0.635,415.7123280646346,1.7826878000050783,92.3854162999778,62.67552947998047,0.9436913728713989,0.03360159695148468,129.1197052001953,0.04487994685769081,0.9101165533065796,0.38630517778898876,1.551400899887085,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",True,9.0,0.5,0.0,0.0,-2.3025851249694824,2,2,2.053617477416992,2.2360680103302,5.000000953674316,2.0,4.0,True,False,1
lh_q5_train1000,LH,0,post_vem1_boundary,posterior,projected,ok,1000,200,5,30,5,5,35,100,50,True,654.5469844136487,291.399169921875,82.72889289999148,0.695,434.70439978801596,0.705,517.9822408178019,1.7826878000050783,80.9462050999864,62.67552947998047,0.9436913728713989,0.03360159695148468,129.1197052001953,0.04487994685769081,0.9101165533065796,0.38630517778898876,1.551400899887085,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",True,9.0,0.5,0.0,0.0,-2.3025851249694824,2,2,2.053617477416992,2.2360680103302,5.000000953674316,2.0,4.0,True,False,1
l2_q2_train1000,L2_phantom,0,post_vem1_trainhyp_boundary,mean,raw,ok,1000,200,2,20,2,2,25,100,50,True,2.2901025687917986,1.288611650466919,19.272249300032854,0.8,5.978249168445057,0.895,7.123523253844232,1.5770721000153571,17.695177200017497,66.28326416015625,0.9685401916503906,0.0501064732670784,44.303428649902344,0.06609572470188141,1.0146915912628174,0.5416659143579637,1.1420427560806274,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660168376}",True,9.0,0.5,0.2198793739080429,-0.4579564332962036,-1.8181172609329224,2,2,1.3914029598236084,1.4142135381698608,2.0,2.0,4.0,True,True,1
l2_q2_train1000,L2_phantom,0,post_vem1_trainhyp_boundary,mean,projected,ok,1000,200,2,20,2,2,25,100,50,True,2.373153978991446,1.340832233428955,18.06841180002084,0.815,6.0330609407432165,0.865,7.188835508912368,1.5770721000153571,16.491339700005483,66.28326416015625,0.9685401916503906,0.0501064732670784,44.303428649902344,0.06609572470188141,1.0146915912628174,0.5416659143579637,1.1420427560806274,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660168376}",True,9.0,0.5,0.2198793739080429,-0.4579564332962036,-1.8181172609329224,2,2,1.3914029598236084,1.4142135381698608,2.0,2.0,4.0,True,True,1
l2_q2_train1000,L2_phantom,0,post_vem1_trainhyp_boundary,posterior,raw,ok,1000,200,2,20,2,2,25,100,50,True,2.3012985069416567,1.3002978563308716,37.110973300004844,0.815,5.945849967899157,0.885,7.0849172252242,1.5770721000153571,35.53390119998949,66.28326416015625,0.9685401916503906,0.0501064732670784,44.303428649902344,0.06609572470188141,1.0146915912628174,0.5416659143579637,1.1420427560806274,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660168376}",True,9.0,0.5,0.2198793739080429,-0.4579564332962036,-1.8181172609329224,2,2,1.3914029598236084,1.4142135381698608,2.0,2.0,4.0,True,True,1
l2_q2_train1000,L2_phantom,0,post_vem1_trainhyp_boundary,posterior,projected,ok,1000,200,2,20,2,2,25,100,50,True,2.273518113908497,1.3052388429641724,35.06182980001904,0.815,5.864743364343855,0.88,6.988272746182388,1.5770721000153571,33.484757700003684,66.28326416015625,0.9685401916503906,0.0501064732670784,44.303428649902344,0.06609572470188141,1.0146915912628174,0.5416659143579637,1.1420427560806274,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660168376}",True,9.0,0.5,0.2198793739080429,-0.4579564332962036,-1.8181172609329224,2,2,1.3914029598236084,1.4142135381698608,2.0,2.0,4.0,True,True,1
lh_q5_train1000,LH,0,post_vem1_trainhyp_boundary,mean,raw,ok,1000,200,5,30,5,5,35,100,50,True,732.8341598887099,346.5252380371094,49.24014489998808,0.535,103.23094664330276,0.535,123.0072598531703,1.564434900006745,47.675709999981336,51.226158142089844,0.9409560561180115,0.03671566769480705,130.68215942382812,0.04371676966547966,0.9751784801483154,0.3951419833499645,1.619785189628601,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",True,9.0,0.5,0.2671142518520355,0.2203703075647354,-3.0822792053222656,2,2,1.902738094329834,2.2360680103302,5.000000953674316,2.0,4.0,True,True,1
lh_q5_train1000,LH,0,post_vem1_trainhyp_boundary,mean,projected,ok,1000,200,5,30,5,5,35,100,50,True,754.0404748463742,364.9835510253906,42.48110380000435,0.585,302.2873987279771,0.6,360.19765210671466,1.564434900006745,40.9166688999976,51.226158142089844,0.9409560561180115,0.03671566769480705,130.68215942382812,0.04371676966547966,0.9751784801483154,0.3951419833499645,1.619785189628601,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",True,9.0,0.5,0.2671142518520355,0.2203703075647354,-3.0822792053222656,2,2,1.902738094329834,2.2360680103302,5.000000953674316,2.0,4.0,True,True,1
lh_q5_train1000,LH,0,post_vem1_trainhyp_boundary,posterior,raw,ok,1000,200,5,30,5,5,35,100,50,True,684.2750932285011,313.6009521484375,94.48998119996395,0.67,508.784128682936,0.69,606.2536822637088,1.564434900006745,92.9255462999572,51.226158142089844,0.9409560561180115,0.03671566769480705,130.68215942382812,0.04371676966547966,0.9751784801483154,0.3951419833499645,1.619785189628601,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",True,9.0,0.5,0.2671142518520355,0.2203703075647354,-3.0822792053222656,2,2,1.902738094329834,2.2360680103302,5.000000953674316,2.0,4.0,True,True,1
lh_q5_train1000,LH,0,post_vem1_trainhyp_boundary,posterior,projected,ok,1000,200,5,30,5,5,35,100,50,True,673.1974348611305,303.13665771484375,81.73947929998394,0.685,517.285160073011,0.71,616.383285945753,1.564434900006745,80.1750443999772,51.226158142089844,0.9409560561180115,0.03671566769480705,130.68215942382812,0.04371676966547966,0.9751784801483154,0.3951419833499645,1.619785189628601,10,"{""n_pls"": 5, ""n_pca"": 5, ""n_random"": 0, ""Rv"": 10, ""source_per_column"": [""pls"", ""pls"", ""pls"", ""pls"", ""pls"", ""pca"", ""pca"", ""pca"", ""pca"", ""pca""], ""V_tilde_frob"": 3.162277660167648}",True,9.0,0.5,0.2671142518520355,0.2203703075647354,-3.0822792053222656,2,2,1.902738094329834,2.2360680103302,5.000000953674316,2.0,4.0,True,True,1
