setting,family,seed,variant,step,beta_W,N_train,N_test_total,n_anchors_used,latent_dim,observed_dim,Q_true,Q,n_neighbors,m1,m2,standardize_x,standardize_y,data_per_anchor,KL_V_per_anchor,KL_V_scaled_per_anchor,KL_u_per_anchor,elbo_per_anchor,mu_data_grad_norm,mu_KL_scaled_grad_norm,mu_data_over_scaled_KL,sigma_data_grad_norm,sigma_KL_scaled_grad_norm,sigma_data_over_scaled_KL,sigma2proxy_data_grad_norm,sigma2proxy_KL_scaled_grad_norm,sigma2proxy_data_over_scaled_KL,rho_mean,rho_entropy_mean,rho_hard_frac_005_095,mu_boundary_share_of_split_norms,sigma2proxy_boundary_share_of_split_norms,kl_mu_pull_dot_scaled,elapsed_sec,boundary_quantile,boundary_y_var_threshold,expansion,init_info_json,kl_mu_pull_dot,mu_KL_grad_norm,mu_V_mode,mu_W_frob_mean,mu_W_frob_median,mu_boundary_data_grad_norm,mu_boundary_over_scaled_KL,mu_data_cos_neg_KL,mu_data_over_KL,mu_interior_data_grad_norm,mu_total_elbo_grad_norm,n_anchors,n_boundary,n_interior,noise_std,noise_var,rho_boundary_entropy_mean,rho_boundary_mean,rho_interior_entropy_mean,rho_interior_mean,row_second_moment_median,sigma2proxy_KL_grad_norm,sigma2proxy_boundary_data_grad_norm,sigma2proxy_interior_data_grad_norm,sigma_KL_grad_norm,sigma_W_mean,sigma_boundary_data_grad_norm,sigma_boundary_over_scaled_KL,sigma_boundary_share_of_split_norms,sigma_data_cos_neg_KL,sigma_data_over_KL,sigma_interior_data_grad_norm,sigma_total_elbo_grad_norm,warmup_steps
l2_q2_train1000,L2_phantom,0,pls_kl,10,0.2575,1000,200,80,2,20,2,2,25,2,40,True,False,-36.1945259118609,12.893757820129395,3.3201425075531006,24.81311798095703,-64.32778640037102,1.318926215171814,0.09001692414283753,14.651980477348474,0.48072391748428345,0.4142765119671822,1.1603938519265244,0.4868350327014923,0.7545416897535324,0.645206274633433,0.008491254289906018,0.014818958725925651,0.9750000238418579,0.45269553664608564,0.3724667795281668,-0.2302190363407135,6.9410238999989815,0.75,5.175595283508301,rff,"{""calibration"": {""alphas_capped_at"": 5.0, ""alphas_q"": [1.0249172449111938, 1.0249959230422974], ""mu_W_frob_post"": 12.707978248596191, ""mu_W_frob_pre"": 12.398552894592285, ""target_W_frob"": 1.4142135381698608}, ""lengthscale_init_median_heuristic"": 6.109309673309326, ""mu_V_mode"": ""pls"", ""supervised_init"": {""W_init_frob"": 1.4142135623730936, ""W_init_shape"": [2, 20], ""W_init_trace_WtW"": 1.999999999999996, ""mode"": ""pls""}}",-0.894054651260376,0.3495802879333496,pls,1.6174099445343018,1.4545388221740723,1.7754672765731812,19.72370521965287,-0.34676000475883484,3.772884972917232,2.1465225219726562,1.29047691822052,80,20,60,2.0,4.0,0.015474756757122751,0.010178621196757949,0.014600359382193284,0.007928798654288707,5.248874187469482,2.9302589893341064,0.19867826998233795,0.334733784198761,1.608840823173523,0.45925626158714294,0.19963712990283966,0.4818934314061579,0.3778432004786785,0.3521961271762848,0.2988014168710801,0.32872259616851807,0.736886739730835,40
l2_q2_train1000,L2_phantom,0,pls_kl,25,0.62875,1000,200,80,2,20,2,2,25,2,40,True,False,-26.68556581059427,7.347095012664795,4.619486331939697,17.339603424072266,-48.64465556660623,0.8326978087425232,0.2882322923466563,2.888981668095119,0.26911285519599915,0.4751558141410351,0.5663675939280866,0.33063143491744995,0.6805881342291832,0.48580252621053216,0.007160170794079514,0.013850904508965133,0.9765000343322754,0.4684680226513875,0.34287231349050434,-1.2321771383285522,13.939228100003675,0.75,5.175595283508301,rff,"{""calibration"": {""alphas_capped_at"": 5.0, ""alphas_q"": [1.0249172449111938, 1.0249959230422974], ""mu_W_frob_post"": 12.707978248596191, ""mu_W_frob_pre"": 12.398552894592285, ""target_W_frob"": 1.4142135381698608}, ""lengthscale_init_median_heuristic"": 6.109309673309326, ""mu_V_mode"": ""pls"", ""supervised_init"": {""W_init_frob"": 1.4142135623730936, ""W_init_shape"": [2, 20], ""W_init_trace_WtW"": 1.999999999999996, ""mode"": ""pls""}}",-1.9597249031066895,0.45842114090919495,pls,1.8824571371078491,1.6654295921325684,1.2142906188964844,4.212888878655067,-0.5406009554862976,1.8164472238148062,1.3777552843093872,0.7190019488334656,80,20,60,2.0,4.0,0.019191641162931036,0.009743138196720942,0.012070658957643166,0.006299181659865705,4.47550630569458,1.0824463367462158,0.12433508783578873,0.2382928729057312,0.755715012550354,0.3886425793170929,0.10346098244190216,0.21774116902880414,0.35075216867589176,0.08990047872066498,0.35610362468228446,0.19150792062282562,0.5667327642440796,40
l2_q2_train1000,L2_phantom,0,pls_kl,50,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-17.99336828125943,4.769227504730225,4.769227504730225,10.13595962524414,-32.898555411233794,0.5584675073623657,0.39126819372177124,1.4273266171987622,0.174188032746315,0.22554676234722137,0.772292321705592,0.2401481717824936,0.3217836022377014,0.746303323452437,0.004552926126915841,0.010231521745475796,0.9850000739097595,0.47175819688557596,0.33453212039643665,-2.259774684906006,22.905511899967678,0.75,5.175595283508301,rff,"{""calibration"": {""alphas_capped_at"": 5.0, ""alphas_q"": [1.0249172449111938, 1.0249959230422974], ""mu_W_frob_post"": 12.707978248596191, ""mu_W_frob_pre"": 12.398552894592285, ""target_W_frob"": 1.4142135381698608}, ""lengthscale_init_median_heuristic"": 6.109309673309326, ""mu_V_mode"": ""pls"", ""supervised_init"": {""W_init_frob"": 1.4142135623730936, ""W_init_shape"": [2, 20], ""W_init_trace_WtW"": 1.999999999999996, ""mode"": ""pls""}}",-2.259774684906006,0.39126819372177124,pls,2.1711277961730957,1.9770045280456543,0.8432775735855103,2.155241819081161,-0.7885891199111938,1.4273266171987622,0.9442431926727295,0.34691014885902405,80,20,60,2.0,4.0,0.01601705324981799,0.006382283369623882,0.008303011244028399,0.003943140379346493,4.4286298751831055,0.3217836022377014,0.09089213609695435,0.18080714344978333,0.22554676234722137,0.35091108083724976,0.06688190251588821,0.29653231028395727,0.339640970398989,-0.5287846326828003,0.772292321705592,0.13003751635551453,0.1991569995880127,40
l2_q2_train1000,L2_phantom,0,pls_kl,80,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-12.491210094388457,3.898808717727661,3.898808717727661,6.050777435302734,-22.440796247418852,0.4137316346168518,0.3645462095737457,1.1349223328933178,0.1229320615530014,0.14782996475696564,0.831577425829082,0.1790441870689392,0.21336109936237335,0.8391604074220195,0.0020227934588378646,0.006104485169779411,0.9910000562667847,0.45816888882266055,0.35757682377229427,-2.484585762023926,34.96336299995892,0.75,5.175595283508301,rff,"{""calibration"": {""alphas_capped_at"": 5.0, ""alphas_q"": [1.0249172449111938, 1.0249959230422974], ""mu_W_frob_post"": 12.707978248596191, ""mu_W_frob_pre"": 12.398552894592285, ""target_W_frob"": 1.4142135381698608}, ""lengthscale_init_median_heuristic"": 6.109309673309326, ""mu_V_mode"": ""pls"", ""supervised_init"": {""W_init_frob"": 1.4142135623730936, ""W_init_shape"": [2, 20], ""W_init_trace_WtW"": 1.999999999999996, ""mode"": ""pls""}}",-2.484585762023926,0.3645462095737457,pls,2.38411545753479,2.2491495609283447,0.4105135202407837,1.1260946060056045,-0.880384087562561,1.1349223328933178,0.4854738116264343,0.19621719419956207,80,20,60,2.0,4.0,0.00971160241528685,0.003038110231267887,0.004902112754610264,0.0016843545346945238,4.590311050415039,0.21336109936237335,0.07723398506641388,0.13875871896743774,0.14782996475696564,0.32333800196647644,0.055594898760318756,0.3760732734511402,0.3759109459611274,-0.9091407060623169,0.831577425829082,0.09229890257120132,0.0626281350851059,40
lh_q5_train1000,LH,0,baseline,0,1.0,1000,200,80,5,30,5,5,35,2,40,True,False,-145.70073066463934,232.7410430908203,232.7410430908203,1.192186951637268,-379.6339607070969,12.357014656066895,6.1197190284729,2.019212744665899,0.6891961693763733,1322.8310546875,0.0005210008994982251,0.5853951573371887,70674496.0,8.28297604467089e-09,0.0,0.0,1.0,0.32025937270858146,0.28943747853959645,-353.0502624511719,2.3970447999890894,0.75,577327.9375,rff,"{""lengthscale_init_median_heuristic"": 7.136232852935791, ""mu_V_mode"": ""random""}",-353.0502624511719,6.1197190284729,random,8.769434928894043,8.643586158752441,5.353050708770752,0.8747216471646638,0.059933703392744064,2.019212744665899,11.361684799194336,14.11422348022461,80,20,60,2.0,4.0,0.0,0.0,0.0,0.0,25.015239715576172,70674496.0,0.1780492216348648,0.4371068477630615,1322.8310546875,0.5713111162185669,0.2113112211227417,0.0001597416543661813,0.2920350898725955,0.0007941946387290955,0.0005210008994982251,0.5122703909873962,1322.8316650390625,0
lh_q5_train1000,LH,0,baseline,1,1.0,1000,200,80,5,30,5,5,35,2,40,True,False,-133.1986422748168,215.0425567626953,215.0425567626953,1.1670693159103394,-349.40826835342244,11.3341646194458,5.843198776245117,1.9397191595678043,0.6871666312217712,3.914787530899048,0.17553101561656412,0.5891960859298706,15.798940658569336,0.03729339192183692,0.0,0.0,1.0,0.3180515908188187,0.29392603586490235,-337.23284912109375,5.563880899979267,0.75,577327.9375,rff,"{""lengthscale_init_median_heuristic"": 7.136232852935791, ""mu_V_mode"": ""random""}",-337.23284912109375,5.843198776245117,random,8.63582992553711,8.530614852905273,4.903737545013428,0.8392214149806154,0.051534198224544525,1.9397191595678043,10.51431941986084,13.016613960266113,80,20,60,2.0,4.0,0.0,0.0,0.0,0.0,24.523839950561523,15.798940658569336,0.18244409561157227,0.4382702112197876,3.914787530899048,0.5679017901420593,0.21448072791099548,0.05478732273925963,0.29651970272626454,0.2367306649684906,0.17553101561656412,0.5088463425636292,4.131757736206055,0
lh_q5_train1000,LH,0,baseline,5,1.0,1000,200,80,5,30,5,5,35,2,40,True,False,-95.69640408233872,176.8851776123047,176.8851776123047,1.0714305639266968,-273.65301225857013,7.7532219886779785,4.869415283203125,1.5922285403388046,0.6364595890045166,2.8951056003570557,0.21983985279363266,0.567676305770874,8.822722434997559,0.06434253258597851,0.0,0.0,1.0,0.3163897073223568,0.2993673572225175,-281.59027099609375,13.20257500000298,0.75,577327.9375,rff,"{""lengthscale_init_median_heuristic"": 7.136232852935791, ""mu_V_mode"": ""random""}",-281.59027099609375,4.869415283203125,random,8.193971633911133,8.121060371398926,3.4473304748535156,0.7079557347973502,0.0198348555713892,1.5922285403388046,7.448505878448486,9.236954689025879,80,20,60,2.0,4.0,0.0,0.0,0.0,0.0,22.633522033691406,8.822722434997559,0.17957766354084015,0.42027953267097473,2.8951056003570557,0.5573068261146545,0.20249779522418976,0.06994487358223325,0.3012801649643065,0.1674344837665558,0.21983985279363266,0.4696267545223236,3.066554069519043,0
lh_q5_train1000,LH,0,baseline,10,1.0,1000,200,80,5,30,5,5,35,2,40,True,False,-69.23754810014763,141.73085021972656,141.73085021972656,0.9625925421714783,-211.9309908620457,4.907412528991699,3.928771495819092,1.249095941113922,0.527309000492096,2.169496536254883,0.24305593103290632,0.490493506193161,5.4230146408081055,0.09044664982133822,0.0,0.0,1.0,0.3375670355618421,0.3033830228002133,-227.46722412109375,21.81516240001656,0.75,577327.9375,rff,"{""lengthscale_init_median_heuristic"": 7.136232852935791, ""mu_V_mode"": ""random""}",-227.46722412109375,3.928771495819092,random,7.795901775360107,7.701932907104492,2.4850120544433594,0.6325163112916727,-0.014617751352488995,1.249095941113922,4.876524448394775,6.241336345672607,80,20,60,2.0,4.0,0.0,0.0,0.0,0.0,21.176265716552734,5.4230146408081055,0.15692301094532013,0.3603208661079407,2.169496536254883,0.5511712431907654,0.16906897723674774,0.07793005170158276,0.3042159223274731,0.03226906433701515,0.24305593103290632,0.38668423891067505,2.249133586883545,0
lh_q5_train1000,LH,0,baseline,25,1.0,1000,200,80,5,30,5,5,35,2,40,True,False,-39.45166536384349,86.4933853149414,86.4933853149414,0.7035157680511475,-126.64856644683604,2.0427987575531006,2.3719842433929443,0.8612193623305993,0.30695533752441406,1.2982861995697021,0.23643117952432205,0.2986578345298767,2.4727041721343994,0.12078187026799893,0.0,0.0,1.0,0.41059625619532014,0.3511398077620405,-135.92498779296875,42.869975799985696,0.75,577327.9375,rff,"{""lengthscale_init_median_heuristic"": 7.136232852935791, ""mu_V_mode"": ""random""}",-135.92498779296875,2.3719842433929443,random,7.093125820159912,7.09330415725708,1.480310082435608,0.6240809088673103,-0.09638408571481705,0.8612193623305993,2.1249592304229736,2.97746205329895,80,20,60,2.0,4.0,0.0,0.0,0.0,0.0,19.622196197509766,2.4727041721343994,0.11069084703922272,0.2045421302318573,1.2982861995697021,0.5608732104301453,0.11261365562677383,0.08674023929708101,0.3479698906080987,-0.37861746549606323,0.23643117952432205,0.21101680397987366,1.2157295942306519,0
lh_q5_train1000,LH,0,baseline,50,1.0,1000,200,80,5,30,5,5,35,2,40,True,False,-25.133460147172457,54.441558837890625,54.441558837890625,0.443469762802124,-80.0184887478652,1.1012197732925415,1.482965350151062,0.7425795708445689,0.18258154392242432,0.8614246845245361,0.2119529974035981,0.1615096926689148,1.381189227104187,0.11693523921232529,0.0,0.0,1.0,0.4045291739276843,0.38506645598749534,-81.50250244140625,76.77657960000215,0.75,577327.9375,rff,"{""lengthscale_init_median_heuristic"": 7.136232852935791, ""mu_V_mode"": ""random""}",-81.50250244140625,1.482965350151062,random,6.621242046356201,6.622767925262451,0.7427485585212708,0.5008536163340639,-0.17865005135536194,0.7425795708445689,1.0933330059051514,1.6817772388458252,80,20,60,2.0,4.0,0.0,0.0,0.0,0.0,19.683841705322266,1.381189227104187,0.06576447933912277,0.1050228700041771,0.8614246845245361,0.6004299521446228,0.07253667712211609,0.08420547776867196,0.3763643229321299,-0.5824401378631592,0.2119529974035981,0.12019327282905579,0.7695295810699463,0
